단어,길이,초성
다가서다,4,ㄷㄱㅅㄷ
다가오다,4,ㄷㄱㅇㄷ
다녀가다,4,ㄷㄴㄱㄷ
다녀오다,4,ㄷㄴㅇㄷ
다름없다,4,ㄷㄹㅇㄷ
다양하다,4,ㄷㅇㅎㄷ
다이어트,4,ㄷㅇㅇㅌ
다정하다,4,ㄷㅈㅎㄷ
다짐하다,4,ㄷㅈㅎㄷ
단단하다,4,ㄷㄷㅎㄷ
단순하다,4,ㄷㅅㅎㄷ
달라지다,4,ㄷㄹㅈㄷ
달려가다,4,ㄷㄹㄱㄷ
달려들다,4,ㄷㄹㄷㄷ
달려오다,4,ㄷㄹㅇㄷ
달리하다,4,ㄷㄹㅎㄷ
달아나다,4,ㄷㅇㄴㄷ
담당하다,4,ㄷㄷㅎㄷ
답답하다,4,ㄷㄷㅎㄷ
당당하다,4,ㄷㄷㅎㄷ
당연하다,4,ㄷㅇㅎㄷ
당황하다,4,ㄷㅎㅎㄷ
대기하다,4,ㄷㄱㅎㄷ
대단하다,4,ㄷㄷㅎㄷ
대답하다,4,ㄷㄷㅎㄷ
대비하다,4,ㄷㅂㅎㄷ
대신하다,4,ㄷㅅㅎㄷ
대응하다,4,ㄷㅇㅎㄷ
대접하다,4,ㄷㅈㅎㄷ
대중교통,4,ㄷㅈㄱㅌ
대중문화,4,ㄷㅈㅁㅎ
대처하다,4,ㄷㅊㅎㄷ
대표하다,4,ㄷㅍㅎㄷ
대학교수,4,ㄷㅎㄱㅅ
대한민국,4,ㄷㅎㅁㄱ
대화하다,4,ㄷㅎㅎㄷ
덧붙이다,4,ㄷㅂㅇㄷ
데려가다,4,ㄷㄹㄱㄷ
데려오다,4,ㄷㄹㅇㄷ
도달하다,4,ㄷㄷㅎㄷ
도망가다,4,ㄷㅁㄱㄷ
도망치다,4,ㄷㅁㅊㄷ
도와주다,4,ㄷㅇㅈㄷ
도착하다,4,ㄷㅊㅎㄷ
독립하다,4,ㄷㄹㅎㄷ
독특하다,4,ㄷㅌㅎㄷ
돌려주다,4,ㄷㄹㅈㄷ
돌아가다,4,ㄷㅇㄱㄷ
돌아보다,4,ㄷㅇㅂㄷ
돌아서다,4,ㄷㅇㅅㄷ
돌아오다,4,ㄷㅇㅇㄷ
동그라미,4,ㄷㄱㄹㅁ
동그랗다,4,ㄷㄱㄹㄷ
동서남북,4,ㄷㅅㄴㅂ
동의하다,4,ㄷㅇㅎㄷ
동일하다,4,ㄷㅇㅎㄷ
돼지고기,4,ㄷㅈㄱㄱ
되돌리다,4,ㄷㄷㄹㄷ
되살리다,4,ㄷㅅㄹㄷ
된장찌개,4,ㄷㅈㅉㄱ
두드리다,4,ㄷㄷㄹㄷ
둘러보다,4,ㄷㄹㅂㄷ
둘러싸다,4,ㄷㄹㅆㄷ
뒤따르다,4,ㄷㄸㄹㄷ
드러나다,4,ㄷㄹㄴㄷ
들려오다,4,ㄷㄹㅇㄷ
들려주다,4,ㄷㄹㅈㄷ
들어가다,4,ㄷㅇㄱㄷ
들어서다,4,ㄷㅇㅅㄷ
들어오다,4,ㄷㅇㅇㄷ
들어주다,4,ㄷㅇㅈㄷ
들여놓다,4,ㄷㅇㄴㄷ
들이켜다,4,ㄷㅇㅋㄷ
등록하다,4,ㄷㄹㅎㄷ
등장하다,4,ㄷㅈㅎㄷ
디자이너,4,ㄷㅈㅇㄴ
따뜻하다,4,ㄸㄸㅎㄷ
따라가다,4,ㄸㄹㄱㄷ
따라오다,4,ㄸㄹㅇㄷ
따로따로,4,ㄸㄹㄸㄹ
따스하다,4,ㄸㅅㅎㄷ
딱딱하다,4,ㄸㄸㅎㄷ
떠나가다,4,ㄸㄴㄱㄷ
떠나오다,4,ㄸㄴㅇㄷ
떠오르다,4,ㄸㅇㄹㄷ
떠올리다,4,ㄸㅇㄹㄷ
떨어지다,4,ㄸㅇㅈㄷ
똑똑하다,4,ㄸㄸㅎㄷ
뚱뚱하다,4,ㄸㄸㅎㄷ
뛰어가다,4,ㄸㅇㄱㄷ
뛰어나다,4,ㄸㅇㄴㄷ
뛰어넘다,4,ㄸㅇㄴㄷ
뛰어놀다,4,ㄸㅇㄴㄷ
뛰어들다,4,ㄸㅇㄷㄷ
뛰어오다,4,ㄸㅇㅇㄷ
레스토랑,4,ㄹㅅㅌㄹ
마땅하다,4,ㅁㄸㅎㄷ
마련되다,4,ㅁㄹㄷㄷ
마련하다,4,ㅁㄹㅎㄷ
마요네즈,4,ㅁㅇㄴㅈ
마음가짐,4,ㅁㅇㄱㅈ
마음대로,4,ㅁㅇㄷㄹ
마음먹다,4,ㅁㅇㅁㄷ
마주치다,4,ㅁㅈㅊㄷ
마찬가지,4,ㅁㅊㄱㅈ
만만하다,4,ㅁㅁㅎㄷ
만족하다,4,ㅁㅈㅎㄷ
많아지다,4,ㅁㅇㅈㄷ
말씀하다,4,ㅁㅆㅎㄷ
망설이다,4,ㅁㅅㅇㄷ
맞이하다,4,ㅁㅇㅎㄷ
매달리다,4,ㅁㄷㄹㄷ
머리카락,4,ㅁㄹㅋㄹ
머무르다,4,ㅁㅁㄹㄷ
먹고살다,4,ㅁㄱㅅㄷ
멀어지다,4,ㅁㅇㅈㄷ
명확하다,4,ㅁㅎㅎㄷ
모색하다,4,ㅁㅅㅎㄷ
모여들다,4,ㅁㅇㄷㄷ
모자라다,4,ㅁㅈㄹㄷ
모집하다,4,ㅁㅈㅎㄷ
몰려들다,4,ㅁㄹㄷㄷ
몰려오다,4,ㅁㄹㅇㄷ
못생기다,4,ㅁㅅㄱㄷ
못지않다,4,ㅁㅈㅇㄷ
묘사하다,4,ㅁㅅㅎㄷ
무너지다,4,ㅁㄴㅈㄷ
무리하다,4,ㅁㄹㅎㄷ
무사하다,4,ㅁㅅㅎㄷ
무시하다,4,ㅁㅅㅎㄷ
문제되다,4,ㅁㅈㄷㄷ
물러나다,4,ㅁㄹㄴㄷ
물어보다,4,ㅁㅇㅂㄷ
미끄럽다,4,ㅁㄲㄹㄷ
미안하다,4,ㅁㅇㅎㄷ
미워하다,4,ㅁㅇㅎㄷ
민주주의,4,ㅁㅈㅈㅇ
믿어지다,4,ㅁㅇㅈㄷ
밀리미터,4,ㅁㄹㅁㅌ
밀접하다,4,ㅁㅈㅎㄷ
바라보다,4,ㅂㄹㅂㄷ
바로잡다,4,ㅂㄹㅈㄷ
바이러스,4,ㅂㅇㄹㅅ
바이올린,4,ㅂㅇㅇㄹ
반대하다,4,ㅂㄷㅎㄷ
반복되다,4,ㅂㅂㄷㄷ
반복하다,4,ㅂㅂㅎㄷ
반성하다,4,ㅂㅅㅎㄷ
반영하다,4,ㅂㅇㅎㄷ
반짝이다,4,ㅂㅉㅇㄷ
발견되다,4,ㅂㄱㄷㄷ
발견하다,4,ㅂㄱㅎㄷ
발달되다,4,ㅂㄷㄷㄷ
발달하다,4,ㅂㄷㅎㄷ
발생하다,4,ㅂㅅㅎㄷ
발음하다,4,ㅂㅇㅎㄷ
발전되다,4,ㅂㅈㄷㄷ
발전하다,4,ㅂㅈㅎㄷ
발표되다,4,ㅂㅍㄷㄷ
발표하다,4,ㅂㅍㅎㄷ
발휘하다,4,ㅂㅎㅎㄷ
밝아지다,4,ㅂㅇㅈㄷ
밝혀내다,4,ㅂㅎㄴㄷ
밝혀지다,4,ㅂㅎㅈㄷ
밤새우다,4,ㅂㅅㅇㄷ
방문하다,4,ㅂㅁㅎㄷ
방송하다,4,ㅂㅅㅎㄷ
방지하다,4,ㅂㅈㅎㄷ
방해하다,4,ㅂㅎㅎㄷ
배고프다,4,ㅂㄱㅍㄷ
배드민턴,4,ㅂㄷㅁㅌ
배부르다,4,ㅂㅂㄹㄷ
배추김치,4,ㅂㅊㄱㅊ
버려지다,4,ㅂㄹㅈㄷ
번거롭다,4,ㅂㄱㄹㄷ
번역하다,4,ㅂㅇㅎㄷ
벌어지다,4,ㅂㅇㅈㄷ
변화되다,4,ㅂㅎㄷㄷ
변화하다,4,ㅂㅎㅎㄷ
별다르다,4,ㅂㄷㄹㄷ
보고하다,4,ㅂㄱㅎㄷ
보관하다,4,ㅂㄱㅎㄷ
보내오다,4,ㅂㄴㅇㄷ
보도되다,4,ㅂㄷㄷㄷ
보도하다,4,ㅂㄷㅎㄷ
보살피다,4,ㅂㅅㅍㄷ
보완하다,4,ㅂㅇㅎㄷ
보장되다,4,ㅂㅈㄷㄷ
보장하다,4,ㅂㅈㅎㄷ
보존하다,4,ㅂㅈㅎㄷ
보충하다,4,ㅂㅊㅎㄷ
보호되다,4,ㅂㅎㄷㄷ
보호하다,4,ㅂㅎㅎㄷ
복사하다,4,ㅂㅅㅎㄷ
복습하다,4,ㅂㅅㅎㄷ
복잡하다,4,ㅂㅈㅎㄷ
봉사하다,4,ㅂㅅㅎㄷ
부끄러움,4,ㅂㄲㄹㅇ
부끄럽다,4,ㅂㄲㄹㄷ
부담하다,4,ㅂㄷㅎㄷ
부드럽다,4,ㅂㄷㄹㄷ
부딪치다,4,ㅂㄷㅊㄷ
부딪히다,4,ㅂㄷㅎㄷ
부러지다,4,ㅂㄹㅈㄷ
부서지다,4,ㅂㅅㅈㄷ
부정하다,4,ㅂㅈㅎㄷ
부족하다,4,ㅂㅈㅎㄷ
부지런히,4,ㅂㅈㄹㅎ
부탁하다,4,ㅂㅌㅎㄷ
분리되다,4,ㅂㄹㄷㄷ
분리하다,4,ㅂㄹㅎㄷ
분명하다,4,ㅂㅁㅎㄷ
분석하다,4,ㅂㅅㅎㄷ
분주하다,4,ㅂㅈㅎㄷ
분포하다,4,ㅂㅍㅎㄷ
불과하다,4,ㅂㄱㅎㄷ
불구하다,4,ㅂㄱㅎㄷ
불리하다,4,ㅂㄹㅎㄷ
불쌍하다,4,ㅂㅆㅎㄷ
불안하다,4,ㅂㅇㅎㄷ
불어오다,4,ㅂㅇㅇㄷ
불편하다,4,ㅂㅍㅎㄷ
불행하다,4,ㅂㅎㅎㄷ
붙잡히다,4,ㅂㅈㅎㄷ
블라우스,4,ㅂㄹㅇㅅ
비교하다,4,ㅂㄱㅎㄷ
비닐봉지,4,ㅂㄴㅂㅈ
비롯되다,4,ㅂㄹㄷㄷ
비롯하다,4,ㅂㄹㅎㄷ
비슷하다,4,ㅂㅅㅎㄷ
비판하다,4,ㅂㅍㅎㄷ
빠뜨리다,4,ㅃㄸㄹㄷ
빼앗기다,4,ㅃㅇㄱㄷ
뿌리치다,4,ㅃㄹㅊㄷ
사과하다,4,ㅅㄱㅎㄷ
사들이다,4,ㅅㄷㅇㄷ
사라지다,4,ㅅㄹㅈㄷ
사랑하다,4,ㅅㄹㅎㄷ
사망하다,4,ㅅㅁㅎㄷ
사소하다,4,ㅅㅅㅎㄷ
사용되다,4,ㅅㅇㄷㄷ
사용하다,4,ㅅㅇㅎㄷ
사이사이,4,ㅅㅇㅅㅇ
사이좋다,4,ㅅㅇㅈㄷ
사회생활,4,ㅅㅎㅅㅎ
사회주의,4,ㅅㅎㅈㅇ
산부인과,4,ㅅㅂㅇㄱ
살아가다,4,ㅅㅇㄱㄷ
살아나다,4,ㅅㅇㄴㄷ
살아남다,4,ㅅㅇㄴㄷ
살아오다,4,ㅅㅇㅇㄷ
살펴보다,4,ㅅㅍㅂㄷ
상관없다,4,ㅅㄱㅇㄷ
상관없이,4,ㅅㄱㅇㅇ
상당하다,4,ㅅㄷㅎㄷ
상상하다,4,ㅅㅅㅎㄷ
상징하다,4,ㅅㅈㅎㄷ
상쾌하다,4,ㅅㅋㅎㄷ
색다르다,4,ㅅㄷㄹㄷ
샌드위치,4,ㅅㄷㅇㅊ
생각나다,4,ㅅㄱㄴㄷ
생각되다,4,ㅅㄱㄷㄷ
생각하다,4,ㅅㄱㅎㄷ
생겨나다,4,ㅅㄱㄴㄷ
생산되다,4,ㅅㅅㄷㄷ
생산하다,4,ㅅㅅㅎㄷ
생활수준,4,ㅅㅎㅅㅈ
생활용품,4,ㅅㅎㅇㅍ
생활하다,4,ㅅㅎㅎㄷ
생활환경,4,ㅅㅎㅎㄱ
서늘하다,4,ㅅㄴㅎㄷ
서두르다,4,ㅅㄷㄹㄷ
서명하다,4,ㅅㅁㅎㄷ
서투르다,4,ㅅㅌㄹㄷ
선명하다,4,ㅅㅁㅎㄷ
선물하다,4,ㅅㅁㅎㄷ
선언하다,4,ㅅㅇㅎㄷ
선정하다,4,ㅅㅈㅎㄷ
선택하다,4,ㅅㅌㅎㄷ
선호하다,4,ㅅㅎㅎㄷ
설득하다,4,ㅅㄷㅎㄷ
설립하다,4,ㅅㄹㅎㄷ
설명되다,4,ㅅㅁㄷㄷ
설명하다,4,ㅅㅁㅎㄷ
설치되다,4,ㅅㅊㄷㄷ
설치하다,4,ㅅㅊㅎㄷ
섭섭하다,4,ㅅㅅㅎㄷ
성공하다,4,ㅅㄱㅎㄷ
성립되다,4,ㅅㄹㄷㄷ
성립하다,4,ㅅㄹㅎㄷ
성숙하다,4,ㅅㅅㅎㄷ
성실하다,4,ㅅㅅㅎㄷ
성장하다,4,ㅅㅈㅎㄷ
세련되다,4,ㅅㄹㄷㄷ
세워지다,4,ㅅㅇㅈㄷ
세종대왕,4,ㅅㅈㄷㅇ
섹시하다,4,ㅅㅅㅎㄷ
센티미터,4,ㅅㅌㅁㅌ
소개되다,4,ㅅㄱㄷㄷ
소개하다,4,ㅅㄱㅎㄷ
소리치다,4,ㅅㄹㅊㄷ
소문나다,4,ㅅㅁㄴㄷ
소박하다,4,ㅅㅂㅎㄷ
소비하다,4,ㅅㅂㅎㄷ
소요되다,4,ㅅㅇㄷㄷ
소용없다,4,ㅅㅇㅇㄷ
소유하다,4,ㅅㅇㅎㄷ
소중하다,4,ㅅㅈㅎㄷ
소화하다,4,ㅅㅎㅎㄷ
속삭이다,4,ㅅㅅㅇㄷ
속상하다,4,ㅅㅅㅎㄷ
손질하다,4,ㅅㅈㅎㄷ
솔직하다,4,ㅅㅈㅎㄷ
수고하다,4,ㅅㄱㅎㄷ
수도꼭지,4,ㅅㄷㄲㅈ
수리하다,4,ㅅㄹㅎㄷ
수입되다,4,ㅅㅇㄷㄷ
수입하다,4,ㅅㅇㅎㄷ
수집하다,4,ㅅㅈㅎㄷ
수출하다,4,ㅅㅊㅎㄷ
수행하다,4,ㅅㅎㅎㄷ
순수하다,4,ㅅㅅㅎㄷ
순진하다,4,ㅅㅈㅎㄷ
슈퍼마켓,4,ㅅㅍㅁㅋ
스케이트,4,ㅅㅋㅇㅌ
스튜디오,4,ㅅㅌㄷㅇ
스트레스,4,ㅅㅌㄹㅅ
슬그머니,4,ㅅㄱㅁㄴ
슬퍼하다,4,ㅅㅍㅎㄷ
승리하다,4,ㅅㄹㅎㄷ
시끄럽다,4,ㅅㄲㄹㄷ
시나리오,4,ㅅㄴㄹㅇ
시내버스,4,ㅅㄴㅂㅅ
시도하다,4,ㅅㄷㅎㄷ
시아버지,4,ㅅㅇㅂㅈ
시어머니,4,ㅅㅇㅁㄴ
시외버스,4,ㅅㅇㅂㅅ
시원하다,4,ㅅㅇㅎㄷ
시작되다,4,ㅅㅈㄷㄷ
시작하다,4,ㅅㅈㅎㄷ
시집가다,4,ㅅㅈㄱㄷ
식사하다,4,ㅅㅅㅎㄷ
신고하다,4,ㅅㄱㅎㄷ
신기하다,4,ㅅㄱㅎㄷ
신선하다,4,ㅅㅅㅎㄷ
신속하다,4,ㅅㅅㅎㄷ
신중하다,4,ㅅㅈㅎㄷ
신청하다,4,ㅅㅊㅎㄷ
신혼부부,4,ㅅㅎㅂㅂ
신혼여행,4,ㅅㅎㅇㅎ
실례하다,4,ㅅㄹㅎㄷ
실망하다,4,ㅅㅁㅎㄷ
실수하다,4,ㅅㅅㅎㄷ
실시되다,4,ㅅㅅㄷㄷ
실시하다,4,ㅅㅅㅎㄷ
실천하다,4,ㅅㅊㅎㄷ
실패하다,4,ㅅㅍㅎㄷ
실현되다,4,ㅅㅎㄷㄷ
실현하다,4,ㅅㅎㅎㄷ
싫어지다,4,ㅅㅇㅈㄷ
싫어하다,4,ㅅㅇㅎㄷ
심각하다,4,ㅅㄱㅎㄷ
심심하다,4,ㅅㅅㅎㄷ
심해지다,4,ㅅㅎㅈㄷ
싱싱하다,4,ㅅㅅㅎㄷ
싶어지다,4,ㅅㅇㅈㄷ
썰렁하다,4,ㅆㄹㅎㄷ
쏟아지다,4,ㅆㅇㅈㄷ
쓰다듬다,4,ㅆㄷㄷㄷ
쓰러지다,4,ㅆㄹㅈㄷ
쓰레기통,4,ㅆㄹㄱㅌ
쓸데없다,4,ㅆㄷㅇㄷ
쓸데없이,4,ㅆㄷㅇㅇ
쓸쓸하다,4,ㅆㅆㅎㄷ
씩씩하다,4,ㅆㅆㅎㄷ
아나운서,4,ㅇㄴㅇㅅ
아니하다,4,ㅇㄴㅎㄷ
아랫사람,4,ㅇㄹㅅㄹ
아름답다,4,ㅇㄹㄷㄷ
아무래도,4,ㅇㅁㄹㄷ
아무렇다,4,ㅇㅁㄹㄷ
아스팔트,4,ㅇㅅㅍㅌ
아이디어,4,ㅇㅇㄷㅇ
아주머니,4,ㅇㅈㅁㄴ
아프리카,4,ㅇㅍㄹㅋ
안내하다,4,ㅇㄴㅎㄷ
안녕하다,4,ㅇㄴㅎㄷ
안심하다,4,ㅇㅅㅎㄷ
안전하다,4,ㅇㅈㅎㄷ
안정되다,4,ㅇㅈㄷㄷ
안타깝다,4,ㅇㅌㄲㄷ
알려지다,4,ㅇㄹㅈㄷ
알루미늄,4,ㅇㄹㅁㄴ
알아내다,4,ㅇㅇㄴㄷ
알아듣다,4,ㅇㅇㄷㄷ
알아보다,4,ㅇㅇㅂㄷ
알아주다,4,ㅇㅇㅈㄷ
앞세우다,4,ㅇㅅㅇㄷ
앞장서다,4,ㅇㅈㅅㄷ
액세서리,4,ㅇㅅㅅㄹ
약속하다,4,ㅇㅅㅎㄷ
약해지다,4,ㅇㅎㅈㄷ
양보하다,4,ㅇㅂㅎㄷ
얘기하다,4,ㅇㄱㅎㄷ
어떠하다,4,ㅇㄸㅎㄷ
어떡하다,4,ㅇㄸㅎㄷ
어리석다,4,ㅇㄹㅅㄷ
어린아이,4,ㅇㄹㅇㅇ
어린이날,4,ㅇㄹㅇㄴ
어색하다,4,ㅇㅅㅎㄷ
어울리다,4,ㅇㅇㄹㄷ
어지럽다,4,ㅇㅈㄹㄷ
어쩌다가,4,ㅇㅉㄷㄱ
어찌하다,4,ㅇㅉㅎㄷ
억울하다,4,ㅇㅇㅎㄷ
얻어먹다,4,ㅇㅇㅁㄷ
엄격하다,4,ㅇㄱㅎㄷ
엄숙하다,4,ㅇㅅㅎㄷ
엄청나다,4,ㅇㅊㄴㄷ
없어지다,4,ㅇㅇㅈㄷ
엇갈리다,4,ㅇㄱㄹㄷ
엉뚱하다,4,ㅇㄸㅎㄷ
엎드리다,4,ㅇㄷㄹㄷ
여겨지다,4,ㅇㄱㅈㄷ
여기저기,4,ㅇㄱㅈㄱ
여보세요,4,ㅇㅂㅅㅇ
여전하다,4,ㅇㅈㅎㄷ
여행하다,4,ㅇㅎㅎㄷ
연결되다,4,ㅇㄱㄷㄷ
연결하다,4,ㅇㄱㅎㄷ
연구하다,4,ㅇㄱㅎㄷ
연기되다,4,ㅇㄱㄷㄷ
연기하다,4,ㅇㄱㅎㄷ
연락하다,4,ㅇㄹㅎㄷ
연상하다,4,ㅇㅅㅎㄷ
연습하다,4,ㅇㅅㅎㄷ
연출하다,4,ㅇㅊㅎㄷ
열중하다,4,ㅇㅈㅎㄷ
염려하다,4,ㅇㄹㅎㄷ
영원하다,4,ㅇㅇㅎㄷ
영화배우,4,ㅇㅎㅂㅇ
예고하다,4,ㅇㄱㅎㄷ
예매하다,4,ㅇㅁㅎㄷ
예방하다,4,ㅇㅂㅎㄷ
예상되다,4,ㅇㅅㄷㄷ
예상하다,4,ㅇㅅㅎㄷ
예습하다,4,ㅇㅅㅎㄷ
예약하다,4,ㅇㅇㅎㄷ
예정되다,4,ㅇㅈㄷㄷ
예측하다,4,ㅇㅊㅎㄷ
오래간만,4,ㅇㄹㄱㅁ
오래도록,4,ㅇㄹㄷㄹ
오래되다,4,ㅇㄹㄷㄷ
오랫동안,4,ㅇㄹㄷㅇ
오염되다,4,ㅇㅇㄷㄷ
오피스텔,4,ㅇㅍㅅㅌ
올라가다,4,ㅇㄹㄱㄷ
올라서다,4,ㅇㄹㅅㄷ
올라오다,4,ㅇㄹㅇㄷ
올라타다,4,ㅇㄹㅌㄷ
올려놓다,4,ㅇㄹㄴㄷ
올바르다,4,ㅇㅂㄹㄷ
와이셔츠,4,ㅇㅇㅅㅊ
완벽하다,4,ㅇㅂㅎㄷ
완성되다,4,ㅇㅅㄷㄷ
완성하다,4,ㅇㅅㅎㄷ
완전하다,4,ㅇㅈㅎㄷ
왜냐하면,4,ㅇㄴㅎㅁ
외면하다,4,ㅇㅁㅎㄷ
외출하다,4,ㅇㅊㅎㄷ
외할머니,4,ㅇㅎㅁㄴ
요구되다,4,ㅇㄱㄷㄷ
요구하다,4,ㅇㄱㅎㄷ
요리하다,4,ㅇㄹㅎㄷ
요약하다,4,ㅇㅇㅎㄷ
요청하다,4,ㅇㅊㅎㄷ
용감하다,4,ㅇㄱㅎㄷ
용서하다,4,ㅇㅅㅎㄷ
우리나라,4,ㅇㄹㄴㄹ
우수하다,4,ㅇㅅㅎㄷ
우승하다,4,ㅇㅅㅎㄷ
우아하다,4,ㅇㅇㅎㄷ
우울하다,4,ㅇㅇㅎㄷ
운동하다,4,ㅇㄷㅎㄷ
운영하다,4,ㅇㅇㅎㄷ
운전기사,4,ㅇㅈㄱㅅ
운전하다,4,ㅇㅈㅎㄷ
울음소리,4,ㅇㅇㅅㄹ
움직이다,4,ㅇㅈㅇㄷ
웃음소리,4,ㅇㅇㅅㄹ
웬만하다,4,ㅇㅁㅎㄷ
위대하다,4,ㅇㄷㅎㄷ
위로하다,4,ㅇㄹㅎㄷ
위반하다,4,ㅇㅂㅎㄷ
위치하다,4,ㅇㅊㅎㄷ
위험하다,4,ㅇㅎㅎㄷ
유능하다,4,ㅇㄴㅎㄷ
유리하다,4,ㅇㄹㅎㄷ
유명하다,4,ㅇㅁㅎㄷ
유발하다,4,ㅇㅂㅎㄷ
유사하다,4,ㅇㅅㅎㄷ
유의하다,4,ㅇㅇㅎㄷ
유지되다,4,ㅇㅈㄷㄷ
유지하다,4,ㅇㅈㅎㄷ
유행하다,4,ㅇㅎㅎㄷ
은은하다,4,ㅇㅇㅎㄷ
은행나무,4,ㅇㅎㄴㅁ
응답하다,4,ㅇㄷㅎㄷ
의논하다,4,ㅇㄴㅎㄷ
의미하다,4,ㅇㅁㅎㄷ
의식하다,4,ㅇㅅㅎㄷ
의심하다,4,ㅇㅅㅎㄷ
의존하다,4,ㅇㅈㅎㄷ
의지하다,4,ㅇㅈㅎㄷ
이것저것,4,ㅇㄱㅈㄱ
이곳저곳,4,ㅇㄱㅈㄱ
이동하다,4,ㅇㄷㅎㄷ
이러하다,4,ㅇㄹㅎㄷ
이런저런,4,ㅇㄹㅈㄹ
이룩하다,4,ㅇㄹㅎㄷ
이뤄지다,4,ㅇㄹㅈㄷ
이리저리,4,ㅇㄹㅈㄹ
이사하다,4,ㅇㅅㅎㄷ
이상하다,4,ㅇㅅㅎㄷ
이어지다,4,ㅇㅇㅈㄷ
이용되다,4,ㅇㅇㄷㄷ
이용하다,4,ㅇㅇㅎㄷ
이해관계,4,ㅇㅎㄱㄱ
이해되다,4,ㅇㅎㄷㄷ
이해하다,4,ㅇㅎㅎㄷ
이혼하다,4,ㅇㅎㅎㄷ
익숙하다,4,ㅇㅅㅎㄷ
인간관계,4,ㅇㄱㄱㄱ
인사하다,4,ㅇㅅㅎㄷ
인식하다,4,ㅇㅅㅎㄷ
인정되다,4,ㅇㅈㄷㄷ
인정받다,4,ㅇㅈㅂㄷ
인정하다,4,ㅇㅈㅎㄷ
인천공항,4,ㅇㅊㄱㅎ
일상생활,4,ㅇㅅㅅㅎ
일어나다,4,ㅇㅇㄴㄷ
일어서다,4,ㅇㅇㅅㄷ
일으키다,4,ㅇㅇㅋㄷ
일정하다,4,ㅇㅈㅎㄷ
일치하다,4,ㅇㅊㅎㄷ
일회용품,4,ㅇㅎㅇㅍ
임신하다,4,ㅇㅅㅎㄷ
입력하다,4,ㅇㄹㅎㄷ
입사하다,4,ㅇㅅㅎㄷ
입원하다,4,ㅇㅇㅎㄷ
입학하다,4,ㅇㅎㅎㄷ
잇따르다,4,ㅇㄸㄹㄷ
잊혀지다,4,ㅇㅎㅈㄷ
자극하다,4,ㅈㄱㅎㄷ
자라나다,4,ㅈㄹㄴㄷ
자랑하다,4,ㅈㄹㅎㄷ
자살하다,4,ㅈㅅㅎㄷ
자세하다,4,ㅈㅅㅎㄷ
자연현상,4,ㅈㅇㅎㅅ
자연환경,4,ㅈㅇㅎㄱ
자유롭다,4,ㅈㅇㄹㄷ
작성하다,4,ㅈㅅㅎㄷ
작아지다,4,ㅈㅇㅈㄷ
작용하다,4,ㅈㅇㅎㄷ
작은아들,4,ㅈㅇㅇㄷ
잘못되다,4,ㅈㅁㄷㄷ
잘못하다,4,ㅈㅁㅎㄷ
잘생기다,4,ㅈㅅㄱㄷ
잡수시다,4,ㅈㅅㅅㄷ
잡아먹다,4,ㅈㅇㅁㄷ
재미없다,4,ㅈㅁㅇㄷ
재미있다,4,ㅈㅁㅇㄷ
재활용품,4,ㅈㅎㅇㅍ
저지르다,4,ㅈㅈㄹㄷ
적당하다,4,ㅈㄷㅎㄷ
적어지다,4,ㅈㅇㅈㄷ
적용되다,4,ㅈㅇㄷㄷ
적용하다,4,ㅈㅇㅎㄷ
적응하다,4,ㅈㅇㅎㄷ
적절하다,4,ㅈㅈㅎㄷ
적합하다,4,ㅈㅎㅎㄷ
전개되다,4,ㅈㄱㄷㄷ
전개하다,4,ㅈㄱㅎㄷ
전공하다,4,ㅈㄱㅎㄷ
전기밥솥,4,ㅈㄱㅂㅅ
전달되다,4,ㅈㄷㄷㄷ
전달하다,4,ㅈㄷㅎㄷ
전망하다,4,ㅈㅁㅎㄷ
전시되다,4,ㅈㅅㄷㄷ
전시하다,4,ㅈㅅㅎㄷ
전통문화,4,ㅈㅌㅁㅎ
전해지다,4,ㅈㅎㅈㄷ
전화번호,4,ㅈㅎㅂㅎ
전화하다,4,ㅈㅎㅎㄷ
전환하다,4,ㅈㅎㅎㄷ
절약하다,4,ㅈㅇㅎㄷ
점심시간,4,ㅈㅅㅅㄱ
접근하다,4,ㅈㄱㅎㄷ
정리되다,4,ㅈㄹㄷㄷ
정리하다,4,ㅈㄹㅎㄷ
정신없이,4,ㅈㅅㅇㅇ
정직하다,4,ㅈㅈㅎㄷ
정해지다,4,ㅈㅎㅈㄷ
정확하다,4,ㅈㅎㅎㄷ
제거하다,4,ㅈㄱㅎㄷ
제공하다,4,ㅈㄱㅎㄷ
제대하다,4,ㅈㄷㅎㄷ
제시되다,4,ㅈㅅㄷㄷ
제시하다,4,ㅈㅅㅎㄷ
제안하다,4,ㅈㅇㅎㄷ
제외되다,4,ㅈㅇㄷㄷ
제외하다,4,ㅈㅇㅎㄷ
제의하다,4,ㅈㅇㅎㄷ
제작하다,4,ㅈㅈㅎㄷ
제출하다,4,ㅈㅊㅎㄷ
제한되다,4,ㅈㅎㄷㄷ
제한하다,4,ㅈㅎㅎㄷ
조그맣다,4,ㅈㄱㅁㄷ
조사하다,4,ㅈㅅㅎㄷ
조심하다,4,ㅈㅅㅎㄷ
조용하다,4,ㅈㅇㅎㄷ
조절하다,4,ㅈㅈㅎㄷ
조정하다,4,ㅈㅈㅎㄷ
조화되다,4,ㅈㅎㄷㄷ
존경하다,4,ㅈㄱㅎㄷ
